source,target,year,quarter,log_git_pushes,weight
VN,SG,2020,1,13.3522187539419,5.180775009723179
VN,GB,2020,1,13.3522187539419,6.61105467365554
VN,NO,2020,1,13.3522187539419,4.732319716683646
VN,MY,2020,1,13.3522187539419,4.067199848378357
VN,CZ,2020,1,13.3522187539419,4.198845041135267
VN,MX,2020,1,13.3522187539419,3.5445796481195293
VN,JP,2020,1,13.3522187539419,6.509328376153553
VN,DE,2020,1,13.3522187539419,5.448456415468291
VN,HU,2020,1,13.3522187539419,3.830140829002173
VN,US,2020,1,13.3522187539419,7.949643950860429
VN,CA,2020,1,13.3522187539419,5.459755970722224
VN,FR,2020,1,13.3522187539419,6.162222883230972
VN,EE,2020,1,13.3522187539419,4.982485049750493
VN,AU,2020,1,13.3522187539419,4.8093764561786205
VN,CH,2020,1,13.3522187539419,4.858394436729036
VN,SE,2020,1,13.3522187539419,4.443775946634385
VN,IN,2020,1,13.3522187539419,4.545336146783881
GR,ES,2020,1,12.171268962918786,4.70163156283338
GR,AT,2020,1,12.171268962918786,3.5149502556175047
GR,US,2020,1,12.171268962918786,7.870192806384569
GR,CY,2020,1,12.171268962918786,4.370378242087958
GR,DE,2020,1,12.171268962918786,6.854947453033547
GR,GB,2020,1,12.171268962918786,6.387707466812687
GR,SE,2020,1,12.171268962918786,5.508678279023311
GR,CA,2020,1,12.171268962918786,3.6484816482420275
GR,CH,2020,1,12.171268962918786,4.4777610031265525
GR,BE,2020,1,12.171268962918786,4.896471337984738
GR,IT,2020,1,12.171268962918786,5.394778743393325
GR,NL,2020,1,12.171268962918786,6.097329248214326
GR,FI,2020,1,12.171268962918786,4.217576180131994
GR,IL,2020,1,12.171268962918786,4.277090307664402
GR,RU,2020,1,12.171268962918786,5.785602301508542
GR,FR,2020,1,12.171268962918786,5.267869891529296
GR,RO,2020,1,12.171268962918786,4.031473900498133
GR,PL,2020,1,12.171268962918786,3.5149502556175047
GR,IN,2020,1,12.171268962918786,4.760887259042473
GR,EE,2020,1,12.171268962918786,3.8649362114054404
GR,VN,2020,1,12.171268962918786,3.9423942704444443
GR,AU,2020,1,12.171268962918786,5.232601752691838
CR,GB,2020,1,11.093554111687494,5.654678208647733
CR,IT,2020,1,11.093554111687494,5.292625593474883
CR,CA,2020,1,11.093554111687494,6.000371573455981
CR,DE,2020,1,11.093554111687494,5.698090701583046
CR,MX,2020,1,11.093554111687494,5.316839851595477
CR,US,2020,1,11.093554111687494,8.511893498332423
CR,JP,2020,1,11.093554111687494,5.843802512764441
HU,FI,2020,1,12.453580950816942,3.804025062560041
HU,US,2020,1,12.453580950816942,8.274773294380099
HU,PH,2020,1,12.453580950816942,3.5011528246142847
HU,NL,2020,1,12.453580950816942,5.32964430311107
HU,TH,2020,1,12.453580950816942,3.6465186748858103
HU,IT,2020,1,12.453580950816942,4.608794520001789
HU,RO,2020,1,12.453580950816942,3.622708026192092
HU,AU,2020,1,12.453580950816942,5.060370980069359
HU,CA,2020,1,12.453580950816942,4.541405498096812
HU,FR,2020,1,12.453580950816942,4.592939148211995
HU,ES,2020,1,12.453580950816942,4.987692600725231
HU,UA,2020,1,12.453580950816942,3.6640118323333275
HU,LT,2020,1,12.453580950816942,3.211200603627965
HU,IN,2020,1,12.453580950816942,4.919249028895047
